dataset,n_train,n_test,draw,bacc,mcc
oral_diseases,407,109,36,0.7313318260686682,0.6896245597981991
oral_diseases,407,109,37,0.7431989063568011,0.7111743311507878
oral_diseases,407,109,38,0.7965582018600593,0.7459291563713076
oral_diseases,407,109,39,0.7354074331241514,0.6906634203643062
oral_diseases,407,109,40,0.6948684442492493,0.6345681519282084
oral_diseases,407,109,41,0.7866147784104439,0.7523315363756067
oral_diseases,407,109,42,0.7776480098848519,0.7342949744137027
oral_diseases,407,109,43,0.722234576568942,0.6706987186955577
oral_diseases,407,109,44,0.8031035527939554,0.7645605003666454
oral_diseases,407,109,45,0.7519652947671523,0.7099855452361015
oral_diseases,407,109,46,0.7008781466211806,0.6779691712504472
oral_diseases,407,109,47,0.6612817136423949,0.6116322930549329
oral_diseases,407,109,48,0.8461485882538514,0.817363683358661
oral_diseases,407,109,49,0.7740208707700968,0.7428853889992372
oral_diseases,407,109,50,0.7890821253050355,0.7557252406578492
